Date Time, Water Level, Sigma, I, L 
2016-04-30 09:00,0.872,0.035,0,0
2016-04-30 10:00,1.005,0.036,0,0
2016-04-30 11:00,1.156,0.042,0,0
2016-04-30 12:00,1.259,0.031,0,0
2016-04-30 13:00,1.297,0.033,0,0
2016-04-30 14:00,1.238,0.032,0,0
2016-04-30 15:00,1.037,0.030,0,0
2016-04-30 16:00,0.751,0.028,0,0
2016-04-30 17:00,0.418,0.025,0,0
2016-04-30 18:00,0.167,0.026,0,0
2016-04-30 19:00,0.042,0.027,0,0
2016-04-30 20:00,0.062,0.022,0,0
2016-04-30 21:00,0.198,0.028,0,0
2016-04-30 22:00,0.402,0.027,0,0
2016-04-30 23:00,0.702,0.033,0,0
